"row_id","pr_id","pr_number","pr_title","filename","line_number","rule_name","severity","message","fix_hint","line_content","feature_0","feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","label","notes","review_priority","review_reason"
"563","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1350","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"564","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1351","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"565","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1386","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"566","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1387","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"567","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1444","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"568","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1445","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"569","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1460","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"570","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1461","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"571","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1679","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"572","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1680","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"573","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1714","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"574","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1715","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"575","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1740","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"576","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1741","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"577","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1802","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"578","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1803","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"579","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1807","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"580","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1808","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"581","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1996","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","6","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"582","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1997","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","6","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"583","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","2030","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"584","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","2031","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"585","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","2035","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"586","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","2036","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"587","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","2074","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"588","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","2075","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"589","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","2085","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"590","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","2086","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"591","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","2127","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"592","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","2128","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"593","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","2139","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"594","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","2140","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"773","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-reconciler/src/__tests__/ReactIncrementalErrorHandling-test.internal.js","291","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Error: There was an error during concurrent rendering but React was able to recover by instead synchronously rendering the entire root.' +","4","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"774","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-reconciler/src/__tests__/ReactIncrementalErrorHandling-test.internal.js","347","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Error: There was an error during concurrent rendering but React was able to recover by instead synchronously rendering the entire root.' +","4","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"775","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-reconciler/src/__tests__/ReactIncrementalErrorHandling-test.internal.js","1798","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Error: There was an error during concurrent rendering but React was able to recover by instead synchronously rendering the entire root.' +","4","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"776","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-reconciler/src/__tests__/ReactIncrementalErrorHandling-test.internal.js","1848","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Error: There was an error during concurrent rendering but React was able to recover by instead synchronously rendering the entire root.' +","4","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"777","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-reconciler/src/__tests__/ReactIncrementalErrorReplay-test.js","56","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Error: There was an error during concurrent rendering but React was able to recover by instead synchronously rendering the entire root.' +","4","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"778","3348386754","35948","[noop] Fail tests on unasserted recoverable errors","packages/react-reconciler/src/__tests__/useMemoCache-test.js","279","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Error: There was an error during concurrent rendering but React was able to recover by instead synchronously rendering the entire root.' +","4","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"844","3332329713","35916","fix: don't double-invoke effects for moved children in StrictMode","packages/react-reconciler/src/__tests__/ReactHooks-test.internal.js","612","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'between renders. The order and size of this array must remain ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"845","3332329713","35916","fix: don't double-invoke effects for moved children in StrictMode","packages/react-reconciler/src/__tests__/ReactHooks-test.internal.js","613","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'constant.\n' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"847","3332329713","35916","fix: don't double-invoke effects for moved children in StrictMode","packages/react-reconciler/src/__tests__/ReactHooks-test.internal.js","615","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Previous: [Symbol(testSymbol)]\n' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"848","3332329713","35916","fix: don't double-invoke effects for moved children in StrictMode","packages/react-reconciler/src/__tests__/ReactHooks-test.internal.js","616","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Incoming: [Symbol(testSymbol), extra]\n' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"849","3332329713","35916","fix: don't double-invoke effects for moved children in StrictMode","packages/react-reconciler/src/__tests__/StrictEffectsMode-test.js","1011","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// Moved elements should not have their effects re-run.","3","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"850","3332329713","35916","fix: don't double-invoke effects for moved children in StrictMode","packages/react-reconciler/src/__tests__/StrictEffectsMode-test.js","1012","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// Only DOM placement happens; no mount/unmount of effects.","3","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1008","2734003701","34164","chore: fix various typos across codebase","compiler/packages/babel-plugin-react-compiler/src/__tests__/fixtures/compiler/escape-analysis-non-escaping-interleaved-allocating-nested-dependency.js","3","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// but a is a dependency of b, which is a dependency of c.","2","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1017","2734003701","34164","chore: fix various typos across codebase","packages/react-devtools-shared/src/__tests__/TimelineProfiler-test.js","1461","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// There should be two batches of renders: Suspended and resolved.","6","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1018","2734003701","34164","chore: fix various typos across codebase","packages/react-devtools-shared/src/__tests__/TimelineProfiler-test.js","1519","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// There should be two batches of renders: Suspended and resolved.","6","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1019","2734003701","34164","chore: fix various typos across codebase","packages/react-devtools-shared/src/__tests__/TimelineProfiler-test.js","1724","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// There should be two batches of renders: Suspended and resolved.","6","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1020","2734003701","34164","chore: fix various typos across codebase","packages/react-devtools-shared/src/__tests__/TimelineProfiler-test.js","1794","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// There should be two batches of renders: Suspended and resolved.","6","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1021","2734003701","34164","chore: fix various typos across codebase","packages/react-devtools-shared/src/__tests__/preprocessData-test.js","209","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// but reproducible between test runs.","4","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1022","2734003701","34164","chore: fix various typos across codebase","packages/react-devtools-shared/src/__tests__/store-test.js","129","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// The case below is admittedly contrived and relies on side effects.","2","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1023","2734003701","34164","chore: fix various typos across codebase","packages/react-devtools-shared/src/__tests__/store-test.js","130","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// I'm not yet sure of how to reduce the GitHub reported production case to a test though.","2","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1047","2734003701","34164","chore: fix various typos across codebase","packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js","9248","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","`I need to make this segment somewhat large because it needs to be large enough to be outlined during the initial flush. Setting the progressive chunk size to near zero isn't enough because there is a fixed minimum size that we use to avoid doing the size tracking altogether and ","4","0","0","0","0","2","0","0","1","1","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1048","2734003701","34164","chore: fix various typos across codebase","packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js","9284","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","`I need to make this segment somewhat large because it needs to be large enough to be outlined during the initial flush. Setting the progressive chunk size to near zero isn't enough because there is a fixed minimum size that we use to avoid doing the size tracking altogether and ","4","0","0","0","0","2","0","0","1","1","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1050","2734003701","34164","chore: fix various typos across codebase","packages/react-dom/src/__tests__/ReactDOMFloat-test.js","7937","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'expected the `href` prop to be a non-empty string but encountered `undefined` instead. ' +","7","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1051","2734003701","34164","chore: fix various typos across codebase","packages/react-dom/src/__tests__/ReactDOMFloat-test.js","7943","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'expected the `href` prop to be a non-empty string but encountered an empty string instead. ' +","7","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1052","2734003701","34164","chore: fix various typos across codebase","packages/react-dom/src/__tests__/ReactDOMFloat-test.js","8592","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'using the `precedence` prop to not have any spaces but encountered spaces instead. ' +","6","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1053","2734003701","34164","chore: fix various typos across codebase","packages/react-dom/src/__tests__/ReactDOMFloat-test.js","8594","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'The href for the <style> where this occurred is ""foo bar"".\n' +","6","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1063","2734003701","34164","chore: fix various typos across codebase","packages/react-reconciler/src/__tests__/ReactDeferredValue-test.js","795","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// without any additional work.","4","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1066","2734003701","34164","chore: fix various typos across codebase","packages/react-reconciler/src/__tests__/ReactSiblingPrerendering-test.js","321","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// Now we're in prerender mode, so D is included in this attempt.","4","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1067","2734003701","34164","chore: fix various typos across codebase","packages/react-reconciler/src/__tests__/ReactUse-test.js","758","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// Calling a hook should error because we're outside of a component.","3","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1068","2734003701","34164","chore: fix various typos across codebase","packages/react-reconciler/src/__tests__/ReactUse-test.js","1585","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// during reconciliation.","4","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1074","3333048866","35918","[flags] Clean up `enableHiddenSubtreeInsertionEffectCleanup`","packages/react-reconciler/src/__tests__/ReactHooksWithNoopRenderer-test.js","3074","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'useInsertionEffect must not schedule updates.\n' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1122","3026324301","35172","fix(docs): correct typos found during code review","packages/react-devtools-shared/src/__tests__/TimelineProfiler-test.js","1461","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// There should be two batches of renders: Suspended and resolved.","6","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1123","3026324301","35172","fix(docs): correct typos found during code review","packages/react-devtools-shared/src/__tests__/TimelineProfiler-test.js","1519","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// There should be two batches of renders: Suspended and resolved.","6","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1124","3026324301","35172","fix(docs): correct typos found during code review","packages/react-devtools-shared/src/__tests__/TimelineProfiler-test.js","1724","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// There should be two batches of renders: Suspended and resolved.","6","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1125","3026324301","35172","fix(docs): correct typos found during code review","packages/react-devtools-shared/src/__tests__/TimelineProfiler-test.js","1794","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// There should be two batches of renders: Suspended and resolved.","6","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1139","3026324301","35172","fix(docs): correct typos found during code review","packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js","9248","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","`I need to make this segment somewhat large because it needs to be large enough to be outlined during the initial flush. Setting the progressive chunk size to near zero isn't enough because there is a fixed minimum size that we use to avoid doing the size tracking altogether and ","4","0","0","0","0","2","0","0","1","1","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"1140","3026324301","35172","fix(docs): correct typos found during code review","packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js","9284","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","`I need to make this segment somewhat large because it needs to be large enough to be outlined during the initial flush. Setting the progressive chunk size to near zero isn't enough because there is a fixed minimum size that we use to avoid doing the size tracking altogether and ","4","0","0","0","0","2","0","0","1","1","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
