"row_id","pr_id","pr_number","pr_title","filename","line_number","rule_name","severity","message","fix_hint","line_content","feature_0","feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","label","notes"
"218","3272652873","35764","Enables Basic View Transition support for React Native Fabric renderer","packages/react-reconciler/src/ReactFiberConfigWithNoViewTransition.js","6","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*","1","0","0","0","0","0","0","0","1","0",""
"219","3272652873","35764","Enables Basic View Transition support for React Native Fabric renderer","packages/react-reconciler/src/ReactFiberConfigWithNoViewTransition.js","8","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*/","1","0","0","0","0","0","0","0","1","0",""
"220","3272652873","35764","Enables Basic View Transition support for React Native Fabric renderer","packages/react-reconciler/src/ReactFiberConfigWithNoViewTransition.js","11","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// can re-export everything from this module.","1","0","0","0","0","1","0","0","1","0",""
"221","3272652873","35764","Enables Basic View Transition support for React Native Fabric renderer","packages/react-reconciler/src/ReactFiberConfigWithNoViewTransition.js","15","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'The current renderer does not support view transitions. ' +","3","0","0","0","0","1","0","0","1","0",""
"222","3272652873","35764","Enables Basic View Transition support for React Native Fabric renderer","packages/react-reconciler/src/ReactFiberConfigWithNoViewTransition.js","16","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'This error is likely caused by a bug in React. ' +","4","0","0","0","0","1","0","0","1","0",""
"223","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js","131","syntax-error","critical","Syntax issue ? variable declaration has assignment operator but no value","Provide a value after = (e.g., const id = 1) or remove the assignment operator","const parent =","3","0","0","0","0","0","0","0","1","1",""
"224","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js","151","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// Await one turn around the event loop.","3","0","0","0","0","1","0","0","1","0",""
"225","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js","152","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// This assumes that we'll flush everything we have so far.","3","0","0","0","0","1","0","0","1","0",""
"226","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js","159","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// JSDOM doesn't support stream HTML parser so we need to give it a proper fragment.","3","0","0","0","0","1","0","0","1","0",""
"227","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js","160","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// We also want to execute any scripts that are embedded.","3","0","0","0","0","1","0","0","1","0",""
"228","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js","161","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// We assume that we have now received a proper fragment of HTML.","3","0","0","0","0","1","0","0","1","0",""
"229","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js","4270","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.log('e', e);","5","0","0","0","0","2","0","0","1","0",""
"230","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/__tests__/ReactDOMFizzServer-test.js","4354","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// non standard attribute which React allows but is not given any special treatment.","3","0","0","0","0","1","0","0","1","0",""
"231","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/client/ReactDOMComponent.js","1023","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","enableFloat &&","5","0","0","0","0","0","0","0","1","0",""
"232","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/client/ReactDOMComponent.js","1024","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","tag === 'link' &&","5","0","0","0","0","0","0","0","1","0",""
"233","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/client/ReactDOMComponent.js","1025","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","rawProps.rel === 'stylesheet' &&","5","0","0","0","0","1","0","0","1","0",""
"234","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/client/ReactDOMComponent.js","1029","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// for hydrating Resources (at the moment, stylesheets with a precedence prop) by using a data attribute.","5","0","0","0","0","2","0","0","1","0",""
"235","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/client/ReactDOMComponent.js","1031","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// $FlowFixMe - Should be inferred as not undefined.","5","0","0","0","0","1","0","0","1","0",""
"236","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/client/ReactDOMHostConfig.js","682","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","type === 'link' &&","3","0","0","0","0","0","0","0","1","0",""
"237","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/client/ReactDOMHostConfig.js","683","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","typeof (props: any).precedence === 'string' &&","3","0","0","0","0","2","0","0","1","0",""
"238","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/client/ReactDOMHostConfig.js","787","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","((node: any): Element).tagName === 'LINK' &&","6","0","0","0","0","3","0","0","1","0",""
"239","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/client/ReactDOMHostConfig.js","923","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.error(","7","0","0","0","0","2","0","0","1","0",""
"240","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/client/ReactDOMHostConfig.js","924","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Stylesheet resources need a unique representation in the DOM while hydrating' +","8","0","0","0","0","0","0","0","1","0",""
"241","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/client/ReactDOMHostConfig.js","925","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","' and more than one matching DOM Node was found. To fix, ensure you are only' +","9","0","0","0","0","1","0","0","1","0",""
"242","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/server/ReactDOMServerFormatConfig.js","1075","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","case 'children':","5","0","0","0","0","0","0","0","1","0",""
"243","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/server/ReactDOMServerFormatConfig.js","1076","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","case 'dangerouslySetInnerHTML':","5","0","0","0","0","0","0","0","1","0",""
"244","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/server/ReactDOMServerFormatConfig.js","1078","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","`${'link'} is a self-closing tag and must neither have \`children\` nor ` +","7","0","0","0","1","0","0","0","1","1",""
"245","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/server/ReactDOMServerFormatConfig.js","1095","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","default:","5","0","0","0","0","0","0","0","1","0",""
"246","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/server/ReactDOMServerFormatConfig.js","1266","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// rendering the whole document.","3","0","0","0","0","1","0","0","1","0",""
"247","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/server/ReactDOMServerFormatConfig.js","1545","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","case 'link':","3","0","0","0","0","0","0","0","1","0",""
"248","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/server/ReactDOMServerFormatConfig.js","1581","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","case 'head':","3","0","0","0","0","0","0","0","1","0",""
"249","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/server/ReactDOMServerFormatConfig.js","1637","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","case 'body':","3","0","0","0","0","0","0","0","1","0",""
"250","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-dom/src/server/ReactDOMServerFormatConfig.js","1638","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","case 'html':","3","0","0","0","0","0","0","0","1","0",""
"251","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-reconciler/src/ReactFiberHydrationContext.new.js","413","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","fiber.tag === HostComponent &&","4","0","0","0","0","1","0","0","1","0",""
"252","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-reconciler/src/ReactFiberHydrationContext.new.js","617","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","enableFloat &&","3","0","0","0","0","0","0","0","1","0",""
"253","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-reconciler/src/ReactFiberHydrationContext.new.js","618","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","isHydrating &&","3","0","0","0","0","0","0","0","1","0",""
"254","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-reconciler/src/ReactFiberHydrationContext.new.js","629","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.error(","5","0","0","0","0","2","0","0","1","0",""
"255","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-reconciler/src/ReactFiberHydrationContext.old.js","413","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","fiber.tag === HostComponent &&","4","0","0","0","0","1","0","0","1","0",""
"256","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-reconciler/src/ReactFiberHydrationContext.old.js","617","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","enableFloat &&","3","0","0","0","0","0","0","0","1","0",""
"257","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-reconciler/src/ReactFiberHydrationContext.old.js","618","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","isHydrating &&","3","0","0","0","0","0","0","0","1","0",""
"258","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-reconciler/src/ReactFiberHydrationContext.old.js","629","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.error(","5","0","0","0","0","2","0","0","1","0",""
"259","1019631294","25060","Implement basic stylesheet Resources for react-dom","packages/react-server/src/ReactFizzServer.js","204","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","+preamble: ?Array<Chunk | PrecomputedChunk>, // Chunks that need to be emitted before any segment chunks.","2","0","0","0","0","1","0","0","1","1",""
"260","22382139","2300","Renamed Descriptor -> Element","src/browser/ReactDOM.js","29","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* Create a factory that creates HTML tag elements.","1","0","0","0","0","1","0","0","1","0",""
"261","22382139","2300","Renamed Descriptor -> Element","src/browser/ui/ReactDOMComponent.js","264","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","if (nextElement === this._currentElement &&","3","0","0","0","0","2","0","0","1","0",""
"262","22382139","2300","Renamed Descriptor -> Element","src/browser/ui/ReactMount.js","338","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* @param {ReactElement} nextElement Component element to render.","2","0","0","0","0","1","0","0","1","0",""
"263","22382139","2300","Renamed Descriptor -> Element","src/browser/ui/ReactMount.js","348","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","typeof nextElement === 'string' ?","5","0","0","0","0","0","0","0","1","0",""
"264","22382139","2300","Renamed Descriptor -> Element","src/browser/ui/ReactMount.js","351","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","ReactLegacyElement.isValidFactory(nextElement) ?","5","0","0","0","0","2","0","0","1","0",""
"265","22382139","2300","Renamed Descriptor -> Element","src/browser/ui/ReactMount.js","355","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","typeof nextElement.props !== ""undefined"" ?","5","0","0","0","0","1","0","0","1","0",""
"266","22382139","2300","Renamed Descriptor -> Element","src/browser/ui/__tests__/ReactMount-test.js","45","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Invariant Violation: renderComponent(): Invalid component element. ' +","4","0","0","0","0","2","0","0","1","0",""
"267","22382139","2300","Renamed Descriptor -> Element","src/browser/ui/__tests__/ReactMount-test.js","60","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'Invariant Violation: renderComponent(): Invalid component element. ' +","4","0","0","0","0","2","0","0","1","0",""
"268","22382139","2300","Renamed Descriptor -> Element","src/core/ReactComponent.js","151","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// element props.","4","0","0","0","0","1","0","0","1","0",""
"269","22382139","2300","Renamed Descriptor -> Element","src/core/ReactComponent.js","180","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// This is a deoptimized path. We optimize for always having a element.","4","0","0","0","0","2","0","0","1","0",""
"270","22382139","2300","Renamed Descriptor -> Element","src/core/ReactComponent.js","181","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// This creates an extra internal element.","4","0","0","0","0","1","0","0","1","0",""
"271","22382139","2300","Renamed Descriptor -> Element","src/core/ReactComponent.js","198","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// This is a deoptimized path. We optimize for always having a element.","4","0","0","0","0","2","0","0","1","0",""
"272","22382139","2300","Renamed Descriptor -> Element","src/core/ReactComponent.js","199","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// This creates an extra internal element.","4","0","0","0","0","1","0","0","1","0",""
"273","22382139","2300","Renamed Descriptor -> Element","src/core/ReactComponent.js","318","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* If `_pendingElement` is set, update the component.","3","0","0","0","0","1","0","0","1","0",""
"274","22382139","2300","Renamed Descriptor -> Element","src/core/ReactComponent.js","350","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// a ref. The ref conceptually lives on the element.","4","0","0","0","0","2","0","0","1","0",""
"275","22382139","2300","Renamed Descriptor -> Element","src/core/ReactComponent.js","358","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","if (nextElement._owner !== prevElement._owner ||","4","0","0","0","0","3","0","0","1","0",""
"276","22382139","2300","Renamed Descriptor -> Element","src/core/ReactCompositeComponent.js","729","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// context lives on the element.","3","0","0","0","0","1","0","0","1","0",""
"277","22382139","2300","Renamed Descriptor -> Element","src/core/ReactCompositeComponent.js","1024","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","if (this._pendingElement == null &&","3","0","0","0","0","2","0","0","1","0",""
"278","22382139","2300","Renamed Descriptor -> Element","src/core/ReactCompositeComponent.js","1139","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","if (nextElement === this._currentElement &&","3","0","0","0","0","2","0","0","1","0",""
"279","22382139","2300","Renamed Descriptor -> Element","src/core/ReactElement.js","104","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// Record the component responsible for creating this element.","2","0","0","0","0","1","0","0","1","0",""
"280","22382139","2300","Renamed Descriptor -> Element","src/core/ReactElement.js","193","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// easily accessed on elements. E.g. <Foo />.type === Foo.type.","2","0","0","0","0","6","0","0","1","0",""
"281","22382139","2300","Renamed Descriptor -> Element","src/core/ReactElement.js","195","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// that created the element, and it may not even be a constructor.","2","0","0","0","0","1","0","0","1","0",""
"282","22382139","2300","Renamed Descriptor -> Element","src/core/ReactPropTransferer.js","132","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* @param {ReactElement} element Component receiving the properties.","3","0","0","0","0","1","0","0","1","0",""
"283","22382139","2300","Renamed Descriptor -> Element","src/core/ReactPropTransferer.js","133","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* @return {ReactElement} The supplied `component`.","3","0","0","0","0","1","0","0","1","0",""
"284","22382139","2300","Renamed Descriptor -> Element","src/core/ReactPropTransferer.js","144","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","typeof element.type === 'string' ?","5","0","0","0","0","1","0","0","1","0",""
"285","22382139","2300","Renamed Descriptor -> Element","src/core/ReactPropTransferer.js","145","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","element.type :","5","0","0","0","0","1","0","0","1","0",""
"286","22382139","2300","Renamed Descriptor -> Element","src/core/__tests__/ReactCompositeComponent-test.js","117","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// component as per warnings about key usage in ReactElementValidator.","3","0","0","0","0","1","0","0","1","0",""
"287","22382139","2300","Renamed Descriptor -> Element","src/core/instantiateReactComponent.js","30","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* Given an `element` create an instance that will actually be mounted.","1","0","0","0","0","1","0","0","1","0",""
"288","22382139","2300","Renamed Descriptor -> Element","src/core/instantiateReactComponent.js","34","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* @return {object} A new instance of the element's constructor.","1","0","0","0","0","1","0","0","1","0",""
"289","22382139","2300","Renamed Descriptor -> Element","src/core/instantiateReactComponent.js","42","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","element && (typeof element.type === 'function' ||","4","0","0","0","0","2","0","0","1","0",""
"290","22382139","2300","Renamed Descriptor -> Element","src/core/instantiateReactComponent.js","63","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// element. We need to turn this into a real component instance.","4","0","0","0","0","2","0","0","1","0",""
"291","22382139","2300","Renamed Descriptor -> Element","src/core/shouldUpdateReactComponent.js","34","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","if (prevElement && nextElement &&","2","0","0","0","0","1","0","0","1","0",""
"292","22382139","2300","Renamed Descriptor -> Element","src/core/shouldUpdateReactComponent.js","35","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","prevElement.type === nextElement.type &&","4","0","0","0","0","2","0","0","1","0",""
"293","22382139","2300","Renamed Descriptor -> Element","src/core/shouldUpdateReactComponent.js","36","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","prevElement.key === nextElement.key &&","4","0","0","0","0","2","0","0","1","0",""
"294","22382139","2300","Renamed Descriptor -> Element","src/test/ReactTestUtils.js","64","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","ReactElement.isValidElement(inst) &&","4","0","0","0","0","2","0","0","1","0",""
"295","22382139","2300","Renamed Descriptor -> Element","src/test/ReactTestUtils.js","75","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","ReactElement.isValidElement(inst) &&","8","0","0","0","0","2","0","0","1","0",""
"296","22382139","2300","Renamed Descriptor -> Element","src/test/ReactTestUtils.js","103","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","return !!(ReactTestUtils.isCompositeComponentElement(inst) &&","3","0","0","0","0","3","0","0","1","0",""
"297","22382139","2300","Renamed Descriptor -> Element","src/utils/cloneWithProps.js","58","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// doesn't use ReactElement.cloneAndReplaceProps.","2","0","0","0","0","2","0","0","1","0",""
"298","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-dom-bindings/src/client/ReactFiberConfigDOM.js","1505","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// No-op for DOM. View flattening is a React Native concept.","2","0","0","0","0","2","0","0","1","0",""
"299","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","1","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","/**","1","0","0","0","0","0","0","0","1","0",""
"300","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","2","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* Copyright (c) Meta Platforms, Inc. and affiliates.","1","0","0","0","0","3","0","0","1","0",""
"301","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","3","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*","1","0","0","0","0","0","0","0","1","0",""
"302","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","5","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* LICENSE file in the root directory of this source tree.","1","0","0","0","0","1","0","0","1","0",""
"303","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","6","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*","1","0","0","0","0","0","0","0","1","0",""
"304","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","8","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","*/","1","0","0","0","0","0","0","0","1","0",""
"305","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","40","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","...","2","0","0","0","0","3","0","0","1","1",""
"306","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","54","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// TODO: Get the owner document from the root container.","2","0","0","0","0","1","0","0","1","0",""
"307","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","63","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","...","2","0","0","0","0","3","0","0","1","1",""
"308","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","84","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.warn('cancelRootViewTransitionName is not implemented');","3","0","0","0","0","2","0","0","1","0",""
"309","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","90","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.warn('restoreRootViewTransitionName is not implemented');","3","0","0","0","0","2","0","0","1","0",""
"310","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","98","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.warn('cloneRootViewTransitionContainer is not implemented');","3","0","0","0","0","2","0","0","1","0",""
"311","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","109","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.warn('removeRootViewTransitionClone is not implemented');","3","0","0","0","0","2","0","0","1","0",""
"312","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","130","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.warn('measureClonedInstance is not implemented');","3","0","0","0","0","2","0","0","1","0",""
"313","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","151","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.warn('hasInstanceChanged is not implemented');","3","0","0","0","0","2","0","0","1","0",""
"314","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","161","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.warn('hasInstanceAffectedParent is not implemented');","3","0","0","0","0","2","0","0","1","0",""
"315","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","179","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.warn('startGestureTransition is not implemented');","3","0","0","0","0","2","0","0","1","0",""
"316","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","186","console-log","info","console.log() left in production code ? may expose sensitive data in logs","Remove or replace with a structured logger like winston or pino","console.warn('stopViewTransition is not implemented');","3","0","0","0","0","2","0","0","1","0",""
"317","3386369047","36012","Prevent view flattening for direct host children of ViewTransition","packages/react-native-renderer/src/ReactFiberConfigFabricWithViewTransition.js","211","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// Prevent view flattening for direct host children of ViewTransition.","2","0","0","0","0","1","0","0","1","0",""
